iter	Logloss
265	0.0003184146423
266	0.0003178246158
267	0.0003174646563
268	0.0003160096566
269	0.000315149856
270	0.0003151271803
271	0.0003150510998
272	0.0003146374924
273	0.0003132374288
274	0.0003132262353
275	0.0003131926852
276	0.0003121686707
277	0.0003109868307
278	0.0003098406369
279	0.0003098349029
280	0.0003093302296
281	0.0003093295485
282	0.000308622161
283	0.000307277827
284	0.0003072751412
285	0.0003059433654
286	0.0003046239465
287	0.0003043055608
288	0.0003042968856
289	0.000304288211
290	0.0003042795369
291	0.0003042782221
292	0.0003042769073
293	0.0003042682339
294	0.0003033056161
295	0.0003021940885
296	0.0003021937646
297	0.0003015215393
298	0.0003015163822
299	0.0003015142573
300	0.0003015121324
301	0.0003015100075
302	0.0003015078827
303	0.0003015057579
304	0.0003015006013
305	0.0003014748324
306	0.0003006715993
307	0.0003006511086
308	0.0003006306212
309	0.0003006303573
310	0.0003004976711
311	0.0003004974075
312	0.0003004565075
313	0.0003004462738
314	0.0002996489647
315	0.000299646421
316	0.0002996438774
317	0.0002996413338
318	0.000298710138
319	0.0002987059752
320	0.0002986958697
321	0.0002986917074
322	0.0002986750662
323	0.000298664963
324	0.0002986145004
325	0.0002986094512
326	0.0002985886606
327	0.0002985836124
328	0.0002985785643
329	0.0002985735165
330	0.0002985684689
331	0.0002985634215
332	0.0002985583743
333	0.0002985533273
334	0.0002985482805
335	0.000298543234
336	0.0002985381876
337	0.0002985331414
338	0.0002985280954
339	0.0002985230497
340	0.0002985180041
341	0.0002985129587
342	0.0002985079136
343	0.0002985028686
344	0.0002984978239
345	0.0002984726134
346	0.0002984675699
347	0.0002984625266
348	0.0002984574835
349	0.0002984524406
350	0.0002984473979
351	0.0002984423554
352	0.0002984171561
353	0.0002984121148
354	0.0002984070738
355	0.0002984020329
356	0.0002983768418
357	0.0002983718022
358	0.0002983466172
359	0.0002983415788
360	0.0002983365406
361	0.0002983315026
362	0.0002983264648
363	0.0002983214271
364	0.0002983163897
365	0.0002982761398
366	0.0002982711042
367	0.0002982660689
368	0.0002981456551
369	0.0002981406248
370	0.0002981355947
371	0.0002981305648
372	0.0002981302505
373	0.0002981299361
374	0.0002981296217
375	0.0002981293074
376	0.000298128993
377	0.0002981286787
378	0.0002981283643
379	0.00029812805
380	0.0002981277356
381	0.0002981274213
382	0.0002981271069
383	0.0002981264782
384	0.0002981261639
385	0.0002981258495
386	0.0002981255352
387	0.0002981252208
388	0.0002981249065
389	0.0002981245921
390	0.0002981242778
391	0.0002981239635
392	0.0002981236491
393	0.0002981230204
394	0.0002981227061
395	0.0002981223918
396	0.0002981220774
397	0.0002981217631
398	0.0002981211344
399	0.0002981208201
400	0.0002981205057
401	0.0002981201914
402	0.0002981198771
403	0.0002981195627
404	0.0002981192484
405	0.0002981189341
406	0.0002981186198
407	0.0002981183054
408	0.0002981179911
409	0.0002981176768
410	0.0002981173624
411	0.0002981170481
412	0.0002981167338
413	0.0002981161052
414	0.0002981157908
415	0.0002981154765
416	0.0002981151622
417	0.0002981148479
418	0.0002981145336
419	0.0002981142192
420	0.0002981135906
421	0.0002981132763
422	0.0002981126477
423	0.0002981123333
424	0.000298112019
425	0.0002981113904
426	0.0002981110761
427	0.0002981107618
428	0.0002981101332
429	0.0002981098189
430	0.0002981095046
431	0.0002981091903
432	0.0002981088759
433	0.0002981085616
434	0.0002981082473
435	0.000298107933
436	0.0002981076187
437	0.0002981073044
438	0.0002981069901
439	0.0002981066758
440	0.0002981063615
441	0.0002981060472
442	0.0002981057329
443	0.0002981054187
444	0.0002981051044
445	0.0002981047901
446	0.0002981044758
447	0.0002981041615
448	0.0002981038472
449	0.0002981035329
450	0.0002981032186
451	0.0002981029043
452	0.00029810259
453	0.0002981022757
454	0.0002981019615
455	0.0002981016472
456	0.0002981013329
457	0.0002981007043
458	0.00029810039
459	0.0002981000757
460	0.0002980997615
461	0.0002980994472
462	0.0002980991329
463	0.0002980988186
464	0.0002980985043
465	0.0002980981901
466	0.0002980978758
467	0.0002980975615
468	0.0002980972472
469	0.000298096933
470	0.0002980966187
471	0.0002980963044
472	0.0002980959902
473	0.0002980956759
474	0.0002980953616
475	0.0002980950473
476	0.0002980947331
477	0.0002980944188
478	0.0002980941045
479	0.0002980937903
480	0.000298093476
481	0.0002980931617
482	0.0002980928475
483	0.0002980925332
484	0.000298092219
485	0.0002980919047
486	0.0002980915904
487	0.0002980903334
488	0.0002980900191
489	0.0002980897049
490	0.0002980893906
491	0.0002980890764
492	0.0002980887621
493	0.0002980884479
494	0.0002980881336
495	0.0002980878194
496	0.0002980875051
497	0.0002980871909
498	0.0002980868766
499	0.0002980865624
500	0.0002980862481
501	0.0002980859339
502	0.0002980856196
503	0.0002980853054
504	0.0002980849911
505	0.0002980837342
506	0.0002980834199
507	0.0002980831057
508	0.0002980827914
509	0.0002980815345
510	0.0002980812203
511	0.000298080906
512	0.0002980805918
513	0.0002980802776
514	0.0002980799633
515	0.0002980796491
516	0.0002980793349
517	0.0002980790206
518	0.0002980787064
519	0.0002980783922
520	0.000298078078
521	0.0002980777637
522	0.0002980774495
523	0.0002980771353
524	0.0002980768211
525	0.0002980755642
526	0.00029807525
527	0.0002980739931
528	0.0002980727362
529	0.000298072422
530	0.0002980711652
531	0.000298070851
532	0.0002980705367
533	0.0002980692799
534	0.0002980680231
535	0.0002980677089
536	0.0002980673947
537	0.0002980661379
538	0.0002980658237
539	0.0002980651953
540	0.0002980648811
541	0.0002980645669
542	0.0002980642528
543	0.0002980639386
544	0.0002980626818
545	0.0002980623676
546	0.0002980620534
547	0.0002980617392
548	0.0002980614251
549	0.0002980611109
550	0.0002980607967
551	0.0002980604825
552	0.0002980601683
553	0.0002980598542
554	0.00029805954
555	0.0002980592258
556	0.0002980589116
557	0.0002980576549
558	0.0002980570266
559	0.0002980567124
560	0.0002980563982
561	0.0002980551415
562	0.0002980548274
563	0.0002980545132
564	0.000298054199
565	0.0002980538849
566	0.0002980535707
567	0.0002980532565
568	0.0002980529424
569	0.0002980526282
570	0.0002980523141
571	0.0002980519999
572	0.0002980516857
573	0.0002980513716
574	0.0002980510574
575	0.0002980507433
576	0.0002980494866
577	0.0002980491725
578	0.0002980488583
579	0.0002980485442
580	0.00029804823
581	0.0002980479159
582	0.0002980476017
583	0.0002980472876
584	0.0002980469734
585	0.0002980457168
586	0.0002980454027
587	0.0002980450885
588	0.0002980447744
589	0.0002980444603
590	0.000298043832
591	0.0002980435178
592	0.0002980432037
593	0.0002980428896
594	0.0002980425754
595	0.0002980422613
596	0.0002980419472
597	0.000298041633
598	0.0002980403765
599	0.0002980400624
600	0.0002980397482
601	0.0002980394341
602	0.00029803912
603	0.0002980388058
604	0.0002980384917
605	0.0002980381776
606	0.0002980378635
607	0.0002980375493
608	0.0002980372352
609	0.0002980369211
610	0.000298036607
611	0.0002980362929
612	0.0002980359787
613	0.0002980356646
614	0.0002980353505
615	0.0002980350364
616	0.0002980347223
617	0.0002980344081
618	0.000298034094
619	0.0002980337799
620	0.0002980334658
621	0.0002980322094
622	0.0002980309529
623	0.0002980306388
624	0.0002980303247
625	0.0002980300106
626	0.0002980296965
627	0.0002980290683
628	0.0002980287542
629	0.0002980284401
630	0.000298028126
631	0.0002980278119
632	0.0002980274978
633	0.0002980271837
634	0.0002980268696
635	0.0002980265555
636	0.0002980262414
637	0.0002980259273
638	0.0002980256132
639	0.0002980252991
640	0.000298024985
641	0.0002980237287
642	0.0002980234146
643	0.0002980231005
644	0.0002980218441
645	0.00029802153
646	0.000298021216
647	0.0002980209019
648	0.0002980205878
649	0.0002980193315
650	0.0002980190174
651	0.0002980187033
652	0.0002980183893
653	0.0002980180752
654	0.0002980177611
655	0.000298017447
656	0.000298017133
657	0.0002980168189
658	0.0002980165048
659	0.0002980161907
660	0.0002980158767
661	0.0002980155626
662	0.0002980152485
663	0.0002980149345
664	0.0002980146204
665	0.0002980143063
666	0.0002980139923
667	0.0002980136782
668	0.0002980133641
669	0.0002980130501
670	0.000298012736
671	0.0002980121079
672	0.0002980117938
673	0.0002980114798
674	0.0002980111657
675	0.0002980099095
676	0.0002980095954
677	0.0002980083392
678	0.0002980080252
679	0.0002980077111
680	0.0002980073971
681	0.000298007083
682	0.000298006769
683	0.0002980064549
684	0.0002980061409
685	0.0002980055128
686	0.0002980051988
687	0.0002980048847
688	0.0002980045707
689	0.0002980042567
690	0.0002980039426
691	0.0002980036286
692	0.0002980023724
693	0.0002980011163
694	0.0002980008023
695	0.0002980004882
696	0.0002980001742
697	0.0002979989181
698	0.0002979986041
699	0.00029799829
700	0.000297997976
701	0.000297997662
702	0.000297997348
703	0.0002979970339
704	0.0002979967199
705	0.0002979964059
706	0.0002979957779
707	0.0002979951498
708	0.0002979948358
709	0.0002979935797
710	0.0002979932657
711	0.0002979929517
712	0.0002979926377
713	0.0002979923237
714	0.0002979910677
715	0.0002979907537
716	0.0002979904397
717	0.0002979901256
718	0.0002979898116
719	0.0002979894976
720	0.0002979891836
721	0.0002979888696
722	0.0002979885556
723	0.0002979882416
724	0.0002979879276
725	0.0002979876136
726	0.0002979863577
727	0.0002979851017
728	0.0002979847877
729	0.0002979844737
730	0.0002979832177
731	0.0002979829038
732	0.0002979825898
733	0.0002979822758
734	0.0002979816478
735	0.0002979803919
736	0.0002979800779
737	0.0002979797639
738	0.00029797945
739	0.0002979781941
740	0.0002979778801
741	0.0002979766242
742	0.0002979763102
743	0.0002979759963
744	0.0002979747404
745	0.0002979744264
746	0.0002979741125
747	0.0002979737985
748	0.0002979734845
749	0.0002979731706
750	0.0002979728566
751	0.0002979725426
752	0.0002979722287
753	0.0002979719147
754	0.0002979706589
755	0.0002979703449
756	0.000297970031
757	0.0002979694031
758	0.0002979681473
759	0.0002979678333
760	0.0002979675194
761	0.0002979672054
762	0.0002979668915
763	0.0002979656357
764	0.0002979643799
765	0.000297964066
766	0.0002979628103
767	0.0002979624963
768	0.0002979621824
769	0.0002979618685
770	0.0002979615545
771	0.0002979609267
772	0.0002979606127
773	0.0002979602988
774	0.0002979599849
775	0.0002979596709
776	0.000297959357
777	0.0002979590431
778	0.0002979587292
779	0.0002979584152
780	0.0002979581013
781	0.0002979568456
782	0.0002979565317
783	0.0002979562178
784	0.0002979559039
785	0.00029795559
786	0.000297955276
787	0.0002979549621
788	0.0002979546482
789	0.0002979540204
790	0.0002979537065
791	0.0002979533926
792	0.0002979530786
793	0.0002979527647
794	0.0002979524508
795	0.0002979521369
796	0.000297951823
797	0.0002979511952
798	0.0002979508813
799	0.0002979505674
